Const,Your Rating,Date Rated,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
tt8045468,9,2020-04-13,"Run","Run",https://www.imdb.com/title/tt8045468,Serie de TV,6.2,30,2020,"Comedia, Romance, Suspenso",8259,"2020-04-12",
tt7772582,9,2020-04-12,"Never Rarely Sometimes Always","Never Rarely Sometimes Always",https://www.imdb.com/title/tt7772582,Película,7.3,101,2020,"Drama",29793,"2020-04-03","Eliza Hittman"
tt8613070,9,2020-03-29,"Retrato de una mujer en llamas","Portrait de la jeune fille en feu",https://www.imdb.com/title/tt8613070,Película,8.0,122,2019,"Drama, Romance",127709,"2020-08-06","Céline Sciamma"
tt3007572,7,2020-02-08,"Locke & Key","Locke & Key",https://www.imdb.com/title/tt3007572,Serie de TV,7.3,48,2020,"Suspenso, Fantasía, Drama, Terror, Misterio",107893,"2020-02-07",
tt8579674,10,2020-01-30,"1917","1917",https://www.imdb.com/title/tt8579674,Película,8.2,119,2019,"Guerra, Drama",772637,"2020-01-17","Sam Mendes"
tt8781414,8,2020-01-19,"Freaks","Freaks",https://www.imdb.com/title/tt8781414,Película,6.7,105,2018,"Drama, Ciencia ficción, Suspenso, Misterio, Fantasía",44789,"2019-09-13","Zach Lipovsky,Adam B. Stein"
tt0362478,8,2020-01-19,"La caja","The Box",https://www.imdb.com/title/tt0362478,Película,5.6,115,2009,"Suspenso, Drama, Misterio",97916,"2009-12-11","Richard Kelly"
tt6079516,8,2020-01-19,"I See You","I See You",https://www.imdb.com/title/tt6079516,Película,6.8,98,2019,"Suspenso, Terror, Misterio",76319,"2025-10-01","Adam Randall"
tt7767422,8,2019-08-21,"Sex Education","Sex Education",https://www.imdb.com/title/tt7767422,Serie de TV,8.2,60,2019,"Drama, Comedia, Romance",398418,"2019-01-11",
tt1457767,8,2019-08-21,"El conjuro","The Conjuring",https://www.imdb.com/title/tt1457767,Película,7.5,112,2013,"Terror, Misterio, Suspenso",623416,"2013-08-23","James Wan"
tt6857112,10,2019-08-21,"Nosotros","Us",https://www.imdb.com/title/tt6857112,Película,6.8,116,2019,"Suspenso, Terror, Misterio",392989,"2019-05-03","Jordan Peele"
tt1396484,8,2019-08-21,"It (Eso)","It",https://www.imdb.com/title/tt1396484,Película,7.3,135,2017,"Terror",697384,"2017-09-14","Andy Muschietti"
tt0088763,10,2019-08-21,"Volver al futuro","Back to the Future",https://www.imdb.com/title/tt0088763,Película,8.5,116,1985,"Comedia, Ciencia ficción, Aventura",1454834,"1985-12-25","Robert Zemeckis"
tt0103064,10,2019-08-21,"Terminator 2: Juicio final","Terminator 2: Judgment Day",https://www.imdb.com/title/tt0103064,Película,8.6,137,1991,"Aventura, Ciencia ficción, Acción",1285336,"1991-07-03","James Cameron"
tt0167260,10,2019-08-21,"El señor de los anillos: El retorno del rey","The Lord of the Rings: The Return of the King",https://www.imdb.com/title/tt0167260,Película,9.0,201,2003,"Drama, Aventura, Fantasía",2166761,"2003-12-17","Peter Jackson"
tt0133093,10,2019-08-21,"Matrix","The Matrix",https://www.imdb.com/title/tt0133093,Película,8.7,136,1999,"Acción, Ciencia ficción",2250344,"1999-05-21","Lana Wachowski,Lilly Wachowski"
tt1392214,9,2019-08-21,"Intriga","Prisoners",https://www.imdb.com/title/tt1392214,Película,8.2,153,2013,"Crimen, Drama, Suspenso, Misterio",937284,"2013-11-08","Denis Villeneuve"
tt0088247,8,2019-08-21,"Terminator","The Terminator",https://www.imdb.com/title/tt0088247,Película,8.1,107,1984,"Acción, Aventura, Ciencia ficción",1005912,"1985-07-05","James Cameron"
tt0993846,10,2019-08-21,"El lobo de Wall Street","The Wolf of Wall Street",https://www.imdb.com/title/tt0993846,Película,8.2,180,2013,"Crimen, Drama, Biografía, Comedia",1791491,"2014-01-10","Martin Scorsese"
tt0372784,8,2019-08-21,"Batman inicia","Batman Begins",https://www.imdb.com/title/tt0372784,Película,8.2,140,2005,"Crimen",1716566,"2005-06-17","Christopher Nolan"
tt0162222,9,2019-08-21,"Náufrago","Cast Away",https://www.imdb.com/title/tt0162222,Película,7.8,143,2000,"Romance, Drama, Aventura",689867,"2001-01-26","Robert Zemeckis"
tt1454029,9,2019-08-21,"Historias cruzadas","The Help",https://www.imdb.com/title/tt1454029,Película,8.1,146,2011,"Drama",528935,"2012-02-17","Tate Taylor"
tt7335184,7,2019-08-21,"You","You",https://www.imdb.com/title/tt7335184,Serie de TV,7.6,45,2018,"Drama, Crimen, Suspenso, Romance",368436,"2018-12-26",
tt1375666,10,2019-08-21,"El origen","Inception",https://www.imdb.com/title/tt1375666,Película,8.8,148,2010,"Ciencia ficción, Suspenso, Aventura",2821112,"2010-07-23","Christopher Nolan"
tt1454468,9,2019-08-21,"Gravedad","Gravity",https://www.imdb.com/title/tt1454468,Película,7.7,91,2013,"Ciencia ficción, Suspenso, Drama",900761,"2013-10-18","Alfonso Cuarón"
tt0944947,7,2019-08-21,"Game of Thrones","Game of Thrones",https://www.imdb.com/title/tt0944947,Serie de TV,9.2,60,2011,"Fantasía, Drama",2619373,"2011-05-08",
tt0120338,10,2019-08-21,"Titanic","Titanic",https://www.imdb.com/title/tt0120338,Película,8.0,194,1997,"Romance, Drama",1394467,"1998-01-01","James Cameron"
tt6644200,8,2019-08-21,"Un lugar en silencio","A Quiet Place",https://www.imdb.com/title/tt6644200,Película,7.5,90,2018,"Drama, Terror, Ciencia ficción",659562,"2018-04-06","John Krasinski"
tt0468569,10,2019-08-21,"Batman: El caballero de la noche","The Dark Knight",https://www.imdb.com/title/tt0468569,Película,9.1,152,2008,"Crimen, Suspenso",3172398,"2008-07-18","Christopher Nolan"
tt3920596,6,2019-08-21,"Big Little Lies","Big Little Lies",https://www.imdb.com/title/tt3920596,Serie de TV,8.4,50,2017,"Crimen, Drama, Misterio",245276,"2019-02-19",
tt2381249,9,2019-08-21,"Misión: imposible 5 - Nación secreta","Mission: Impossible - Rogue Nation",https://www.imdb.com/title/tt2381249,Película,7.4,131,2015,"Acción, Aventura, Suspenso",446471,"2015-07-30","Christopher McQuarrie"
tt5052448,8,2019-08-21,"¡Huye!","Get Out",https://www.imdb.com/title/tt5052448,Película,7.8,104,2017,"Terror, Misterio, Suspenso",819175,"2017-05-26","Jordan Peele"
tt0369610,6,2019-08-21,"Mundo Jurásico","Jurassic World",https://www.imdb.com/title/tt0369610,Película,6.9,124,2015,"Aventura, Ciencia ficción, Acción",730201,"2015-06-12","Colin Trevorrow"
tt2085059,9,2019-08-21,"Black Mirror","Black Mirror",https://www.imdb.com/title/tt2085059,Serie de TV,8.7,60,2011,"Drama, Suspenso, Ciencia ficción, Misterio, Crimen",738620,"2015-10-01",
tt5753856,10,2019-06-25,"Dark","Dark",https://www.imdb.com/title/tt5753856,Serie de TV,8.7,60,2017,"Misterio, Crimen, Drama, Suspenso, Ciencia ficción",547013,"2017-12-01",
tt4635282,10,2019-03-23,"The OA","The OA",https://www.imdb.com/title/tt4635282,Serie de TV,7.8,60,2016,"Drama, Misterio, Fantasía, Ciencia ficción",127319,"2016-12-16",
tt0107290,10,2019-03-02,"Parque jurásico","Jurassic Park",https://www.imdb.com/title/tt0107290,Película,8.2,127,1993,"Ciencia ficción, Aventura",1179502,"1993-07-16","Steven Spielberg"
tt7857374,9,2019-03-02,"Feedback","Feedback",https://www.imdb.com/title/tt7857374,Película,5.6,97,2019,"Suspenso, Acción, Aventura, Terror",2770,"2019-03-01","Pedro C. Alonso"
tt5442430,7,2019-02-02,"Life. Vida inteligente","Life",https://www.imdb.com/title/tt5442430,Película,6.6,104,2017,"Ciencia ficción, Suspenso, Terror",277537,"2017-03-24","Daniel Espinosa"
tt0120601,7,2019-01-29,"¿Quieres ser John Malkovich?","Being John Malkovich",https://www.imdb.com/title/tt0120601,Película,7.7,113,1999,"Drama, Comedia, Fantasía",369736,"2000-03-10","Spike Jonze"
tt7801780,8,2019-01-26,"Origin","Origin",https://www.imdb.com/title/tt7801780,Serie de TV,7.0,45,2018,"Ciencia ficción, Terror, Misterio",8233,"2018-11-14",
tt2737304,8,2018-12-22,"Bird Box. A ciegas","Bird Box",https://www.imdb.com/title/tt2737304,Película,6.6,124,2018,"Terror, Misterio, Ciencia ficción",422424,"2018-12-21","Susanne Bier"
tt6998518,1,2018-10-28,"Mandy","Mandy",https://www.imdb.com/title/tt6998518,Película,6.5,121,2018,"Fantasía, Acción, Terror",98796,"2018-09-14","Panos Cosmatos"
tt4820370,10,2018-10-28,"Channel Zero","Channel Zero",https://www.imdb.com/title/tt4820370,Serie de TV,7.1,44,2016,"Drama, Terror, Misterio, Suspenso, Fantasía",13537,"2016-10-11",
tt6290798,8,2018-10-19,"UFO","UFO",https://www.imdb.com/title/tt6290798,Película,6.2,88,2018,"Ciencia ficción, Suspenso, Drama, Misterio",13124,"2018-09-04","Ryan Eslinger"
tt3783958,10,2018-10-13,"La La Land. Una historia de amor","La La Land",https://www.imdb.com/title/tt3783958,Película,8.0,128,2016,"Musical, Comedia, Drama, Romance, Música",764339,"2017-02-03","Damien Chazelle"
tt7134908,8,2018-10-09,"Élite","Élite",https://www.imdb.com/title/tt7134908,Serie de TV,7.1,60,2018,"Suspenso, Drama, Crimen",101852,"2018-10-05",
tt8021824,10,2018-08-26,"The Innocents","The Innocents",https://www.imdb.com/title/tt8021824,Serie de TV,6.3,60,2018,"Ciencia ficción, Drama, Romance, Suspenso, Terror, Misterio",6583,"2018-08-24",
tt2267998,10,2018-08-13,"Perdida","Gone Girl",https://www.imdb.com/title/tt2267998,Película,8.1,149,2014,"Suspenso, Drama, Misterio",1170676,"2014-10-02","David Fincher"
tt4912910,10,2018-08-06,"Misión: Imposible - Repercusión","Mission: Impossible - Fallout",https://www.imdb.com/title/tt4912910,Película,7.7,147,2018,"Acción, Aventura, Suspenso",420378,"2018-07-27","Christopher McQuarrie"
tt7784604,9,2018-06-21,"El legado del diablo","Hereditary",https://www.imdb.com/title/tt7784604,Película,7.3,127,2018,"Terror, Drama, Misterio, Suspenso",456941,"2018-06-08","Ari Aster"
tt5688996,8,2018-06-15,"Alex Strangelove","Alex Strangelove",https://www.imdb.com/title/tt5688996,Película,6.3,99,2018,"Comedia, Drama, Romance",20628,"2018-06-08","Craig Johnson"
tt2798920,10,2018-03-12,"Aniquilación","Annihilation",https://www.imdb.com/title/tt2798920,Película,6.8,115,2018,"Ciencia ficción, Suspenso, Drama, Misterio, Aventura, Terror",394351,"2018-02-23","Alex Garland"
tt5834204,10,2017-07-06,"El cuento de la criada","The Handmaid's Tale",https://www.imdb.com/title/tt5834204,Serie de TV,8.3,60,2017,"Drama, Suspenso, Ciencia ficción",298835,"2018-03-11",
tt2543164,10,2017-02-05,"La llegada","Arrival",https://www.imdb.com/title/tt2543164,Película,7.9,116,2016,"Ciencia ficción, Drama, Misterio",865144,"2016-11-11","Denis Villeneuve"
tt0111257,9,2016-05-22,"Máxima velocidad","Speed",https://www.imdb.com/title/tt0111257,Película,7.3,116,1994,"Aventura, Suspenso, Acción",423456,"1994-07-15","Jan de Bont"
